Fusion Name	Gene 1 Symbol	Gene 1 ID	Gene 1 Breakpoint	Gene 1 Strand	Gene 1 Reference Strand	Gene 2 Symbol	Gene 2 ID	Gene 2 Breakpoint	Gene 2 Strand	Gene 2 Reference Strand	Breakpoint Distance	Supporting Reads	Read IDs	Strand Comparison	GF Program
ARSK:SENP2	ARSK	ENSG00000164291.17	chr5:95556428	+	+	SENP2	ENSG00000163904.13	chr3:185633036	+	+	inf	2	773a36f0-f8b1-4dac-a681-9b65f590fdee	Consistent	JAFFAL
TMEM14B:CCDC26	TMEM14B	ENSG00000137210.14	chr6:10756902	+	+	CCDC26	ENSG00000229140.12	chr8:129351907	-	-	inf	2	4f0a5867-1914-432d-9565-319d6c3e2f42	Consistent	JAFFAL
SYCP2L:RPL35A	SYCP2L	ENSG00000153157.14	chr6:10921644	+	+	RPL35A	ENSG00000182899.17	chr3:197951237	+	+	inf	2	85c0232b-1f2e-4656-826b-ad9708801641	Consistent	JAFFAL
RPS12:RPS26	RPS12	ENSG00000112306.8	chr6:132815015	+	+	RPS26	ENSG00000197728.11	chr12:56042061	+	+	inf	2	4504ed7c-ccca-4309-9464-759b2e1c5f41	Consistent	JAFFAL
RPS12:RRP15	RPS12	ENSG00000112306.8	chr6:132816510	+	+	RRP15	ENSG00000067533.6	chr1:218337584	+	+	inf	2	84c6c4d2-88a6-4e08-a36d-4f30ca623689	Consistent	JAFFAL
TBPL1:RPL27A	TBPL1	ENSG00000028839.10	chr6:133987214	+	+	RPL27A	ENSG00000166441.13	chr11:8685706	+	+	inf	2	4ecd2f68-5b93-483c-a87c-9df5b1c1e7fe	Consistent	JAFFAL
HBS1L:WDR12	HBS1L	ENSG00000112339.15	chr6:135054654	-	-	WDR12	ENSG00000138442.11	chr2:202896100	-	-	inf	2	c1e9a0e1-a35b-4cc7-9bd0-14c330efda0b	Consistent	JAFFAL
VTA1:REPIN1	VTA1	ENSG00000009844.16	chr6:142204009	+	+	REPIN1	ENSG00000214022.12	chr7:150373305	+	+	inf	2	406165a9-0505-41f9-8dfa-dd71c3fec303	Consistent	JAFFAL
PPIL4:FAM172A	PPIL4	ENSG00000131013.4	chr6:149534714	-	-	FAM172A		chr5:93683227	-		inf	2	cc935136-e840-4490-9715-e24b10305873	Inconsistent	JAFFAL
GINM1:UFD1L	GINM1	ENSG00000055211.14	chr6:149572595	+	+	UFD1L		chr22:19465287	-		inf	2	c3408cf3-3b7a-4ebe-80d2-67b28fef511d	Inconsistent	JAFFAL
GINM1:TBXA2R	GINM1	ENSG00000055211.14	chr6:149578939	+	+	TBXA2R	ENSG00000006638.13	chr19:3595095	-	-	inf	2	1cc2937f-3724-4642-8eb7-cebce284f9e5	Consistent	JAFFAL
RP11-306O13.1:SARS	RP11-306O13.1		chr6:153282597	+		SARS		chr1:109231654	+		inf	2	d6497f2f-dc91-47aa-a71b-85b5751d7837	Consistent	JAFFAL
SFT2D1:ARPC5	SFT2D1	ENSG00000198818.10	chr6:166328329	-	-	ARPC5	ENSG00000162704.16	chr1:183626664	-	-	inf	2	0f2b3748-967c-48c4-8d18-211ea1b90a9d	Consistent	JAFFAL
PSMB1:TKT	PSMB1	ENSG00000008018.9	chr6:170535191	-	-	TKT	ENSG00000163931.17	chr3:53225822	-	-	inf	2	eaa10179-d103-4d5a-be05-a126e65a3e9d	Consistent	JAFFAL
PSMB1:SSB	PSMB1	ENSG00000008018.9	chr6:170535316	-	-	SSB	ENSG00000138385.16	chr2:169811007	+	+	inf	2	aa11a34c-9c23-4cf8-8a46-8fc804263bf0	Consistent	JAFFAL
PSMB1:KRI1	PSMB1	ENSG00000008018.9	chr6:170546114	-	-	KRI1	ENSG00000129347.21	chr19:10553547	-	-	inf	2	a648eafe-2c96-4549-ba0a-96cf75073011	Consistent	JAFFAL
TBP:RPL14	TBP	ENSG00000112592.15	chr6:170561942	+	+	RPL14	ENSG00000188846.14	chr3:40462053	+	+	inf	2	622de73c-e5d5-4412-8959-d62f28140490	Consistent	JAFFAL
TPMT:FAM21A	TPMT	ENSG00000137364.5	chr6:18149079	-	-	FAM21A		chr10:50129860	+		inf	2	c918f5f8-62e9-4d19-8850-7d62e63b703b	Inconsistent	JAFFAL
HIST1H3B:TYMS	HIST1H3B		chr6:26031786	-		TYMS	ENSG00000176890.16	chr18:673065	+	+	inf	2	f5a002a3-f1cb-45b4-a127-0d002ce9223a	Inconsistent	JAFFAL
HIST1H4C:UBE2D3	HIST1H4C		chr6:26104221	+		UBE2D3	ENSG00000109332.20	chr4:102796813	-	-	inf	2	163e20ad-0401-4ce1-933e-56d34d91fd3e	Inconsistent	JAFFAL
HIST1H2AC:SDHB	HIST1H2AC		chr6:26124627	+		SDHB	ENSG00000117118.12	chr1:17018919	-	-	inf	2	72b5e9b3-db7c-41a7-bb33-7536421ab2cb	Inconsistent	JAFFAL
ABT1:EIF1B	ABT1	ENSG00000146109.5	chr6:26597221	+	+	EIF1B	ENSG00000114784.4	chr3:40309871	+	+	inf	2	def82ec1-a95e-4680-ad1d-038daba07302	Consistent	JAFFAL
HIST1H2BJ:CFL1	HIST1H2BJ		chr6:27132349	-		CFL1	ENSG00000172757.13	chr11:65855414	-	-	inf	2	9700a9e8-7410-4d85-9e64-abf59e3ab293	Inconsistent	JAFFAL
HIST1H2BJ:RPLP1	HIST1H2BJ		chr6:27132539	-		RPLP1	ENSG00000137818.12	chr15:69455197	+	+	inf	2	6b66f0ca-7ace-4af6-9fbd-7d8beb8cc741	Inconsistent	JAFFAL
HIST1H2BK:AC016723.4	HIST1H2BK		chr6:27146553	-		AC016723.4		chr2:167814911	-		inf	2	d2d10b02-3612-400b-907b-ab451773ba6c	Consistent	JAFFAL
HIST1H2AI:COMMD3	HIST1H2AI		chr6:27808663	+		COMMD3	ENSG00000148444.16	chr10:22320151	+	+	inf	2	79fa3710-f443-4784-b54d-c95cec1ee752	Inconsistent	JAFFAL
HIST1H3H:PSMB3	HIST1H3H		chr6:27810324	+		PSMB3	ENSG00000277791.5	chr17:38753151	+	+	inf	2	a4327e36-46f2-42eb-9519-e49d8f7612b7	Inconsistent	JAFFAL
HIST1H4J:FAM172A	HIST1H4J		chr6:27824405	+		FAM172A		chr5:93682923	-		inf	2	406aac7c-e578-49da-b87e-1384ab62c53d	Consistent	JAFFAL
TRIM39:HBE1	TRIM39	ENSG00000204599.16	chr6:30340591	+	+	HBE1	ENSG00000213931.7	chr11:5269532	-	-	inf	2	5533a4dd-a9c9-440a-856b-fe4bbfbdc82a	Consistent	JAFFAL
MRPS18B:MSMO1	MRPS18B	ENSG00000204568.12	chr6:30625589	+	+	MSMO1	ENSG00000052802.13	chr4:165342607	+	+	inf	2	29cff1b3-f986-4ee2-a22f-ed8ae74a3c49	Consistent	JAFFAL
RNF5:G3BP2	RNF5	ENSG00000204308.8	chr6:32180286	+	+	G3BP2	ENSG00000138757.15	chr4:75644621	-	-	inf	2	fe9f20df-2134-4d18-8dd2-54e64b7814e4	Consistent	JAFFAL
RNF5:MCM7	RNF5	ENSG00000204308.8	chr6:32180780	+	+	MCM7	ENSG00000166508.19	chr7:100094255	-	-	inf	2	06fdfd4f-07ab-4f6c-bb22-cc2c782ed994	Consistent	JAFFAL
SRPK1:MAD2L1	SRPK1	ENSG00000096063.16	chr6:35886756	-	-	MAD2L1	ENSG00000164109.14	chr4:120059630	-	-	inf	2	a234977a-c993-4e48-8645-c0c7686a9be5	Consistent	JAFFAL
MRPS10:CHRAC1	MRPS10	ENSG00000048544.6	chr6:42207529	-	-	CHRAC1	ENSG00000104472.10	chr8:140516441	+	+	inf	2	409d9718-cc9d-4fa7-9f07-797f18dcf9f3	Consistent	JAFFAL
MRPS10:ATP6V0A2	MRPS10	ENSG00000048544.6	chr6:42207585	-	-	ATP6V0A2	ENSG00000185344.15	chr12:123758811	+	+	inf	2	c0087c98-afbf-4657-87c3-efae4996b2e1	Consistent	JAFFAL
HSP90AB1:PFN1	HSP90AB1	ENSG00000096384.20	chr6:44249410	+	+	PFN1	ENSG00000108518.8	chr17:4945993	-	-	inf	2	36903628-9301-42ea-bf15-edd6f1557c9f	Consistent	JAFFAL
HSP90AB1:HCCS	HSP90AB1	ENSG00000096384.20	chr6:44249699	+	+	HCCS	ENSG00000004961.15	chrX:11121672	+	+	inf	2	42ab8b9c-4c28-4183-8d12-269800ed8409	Consistent	JAFFAL
HSP90AB1:MDH1	HSP90AB1	ENSG00000096384.20	chr6:44249720	+	+	MDH1	ENSG00000014641.21	chr2:63606920	+	+	inf	2	61429f61-f01b-411a-85fc-dd1aa395faed	Consistent	JAFFAL
TMEM30A:MOSPD3	TMEM30A	ENSG00000112697.17	chr6:75253059	-	-	MOSPD3	ENSG00000106330.12	chr7:100614926	+	+	inf	2	1188ac83-2288-4bfc-9e98-635f3d2d25ea	Consistent	JAFFAL
NAPEPLD:MRPL14	NAPEPLD	ENSG00000161048.12	chr7:103141599	-	-	MRPL14	ENSG00000180992.7	chr6:44113933	-	-	inf	2	97fc9bdd-bbe5-4f27-8301-915293892d65	Consistent	JAFFAL
PSMC2:ENO1	PSMC2	ENSG00000161057.13	chr7:103367783	+	+	ENO1	ENSG00000074800.16	chr1:8865419	-	-	inf	2	012421a9-2a18-4512-8112-a5231151e1d4	Consistent	JAFFAL
PUS7:EXO1	PUS7	ENSG00000091127.14	chr7:105457774	-	-	EXO1	ENSG00000174371.17	chr1:241885419	+	+	inf	2	eb131d9d-363d-4aad-89a6-0a9476c7935b	Consistent	JAFFAL
DLD:SLC25A5	DLD	ENSG00000091140.15	chr7:107906307	+	+	SLC25A5	ENSG00000005022.6	chrX:119470072	+	+	inf	2	d7ae84ba-b5d2-4313-9ded-7b1866a74e30	Consistent	JAFFAL
CAV2:RP11-1143G9.4	CAV2	ENSG00000105971.15	chr7:116500308	+	+	RP11-1143G9.4		chr12:69353754	-		inf	2	4c1d017e-efdd-48b2-a965-63ad282b4c5d	Inconsistent	JAFFAL
CAPZA2:TNKS2	CAPZA2	ENSG00000198898.16	chr7:116862645	+	+	TNKS2	ENSG00000107854.7	chr10:91807444	+	+	inf	2	86847a95-99c1-4d01-beeb-9598d1702a3d	Consistent	JAFFAL
CAPZA2:AC012322.1	CAPZA2	ENSG00000198898.16	chr7:116862650	+	+	AC012322.1		chr16:64260948	-		inf	2	3b5f702a-e73d-4962-8bb3-cc59e78fbbdb	Inconsistent	JAFFAL
SND1:ZYG11B	SND1	ENSG00000197157.11	chr7:127694925	+	+	ZYG11B	ENSG00000162378.13	chr1:52772657	+	+	inf	2	5e33fb4c-c381-4f8b-a532-a2e9eae6846c	Consistent	JAFFAL
TMEM209:RPL7L1	TMEM209	ENSG00000146842.17	chr7:130165960	-	-	RPL7L1	ENSG00000146223.16	chr6:42886883	+	+	inf	2	dd077311-9b2b-4155-8a9c-5bbeea145730	Consistent	JAFFAL
MTPN:POLE3	MTPN	ENSG00000105887.11	chr7:135928932	-	-	POLE3	ENSG00000148229.13	chr9:113407569	-	-	inf	2	06d88679-28f4-4ad6-9d14-caf08e92da69	Consistent	JAFFAL
RNY3:NBAS	RNY3	ENSG00000202354.1	chr7:148983852	+	+	NBAS	ENSG00000151779.14	chr2:15218897	-	-	inf	2	440ba590-f03d-417c-94c2-562f904829cc	Consistent	JAFFAL
LINC01287:PPIB	LINC01287	ENSG00000234722.5	chr7:153413659	-	-	PPIB	ENSG00000166794.6	chr15:64162985	-	-	inf	2	432e0bc8-6538-4cb9-8c84-e493346e6bd5	Consistent	JAFFAL
RBM33:RPL11	RBM33	ENSG00000184863.11	chr7:155745396	+	+	RPL11	ENSG00000142676.14	chr1:23695861	+	+	inf	2	a4160433-055f-4392-8cdf-5fbb440c67d1	Consistent	JAFFAL
NCAPG2:ATP5A1	NCAPG2	ENSG00000146918.20	chr7:158644306	-	-	ATP5A1		chr18:46084598	-		inf	2	225f6d46-b15c-4dc2-84bd-2fa49773ee85	Inconsistent	JAFFAL
NUDT1:AC005253.4	NUDT1	ENSG00000106268.16	chr7:2249874	+	+	AC005253.4		chr19:18569036	-		inf	2	9e6eab1d-cea6-4067-ab95-a3d9556faaab	Inconsistent	JAFFAL
EIF3B:RANBP1	EIF3B	ENSG00000106263.19	chr7:2375512	+	+	RANBP1	ENSG00000099901.18	chr22:20127023	+	+	inf	2	77888d21-0907-43fd-937d-030ac8989b7d	Consistent	JAFFAL
HNRNPA2B1:PYCR1	HNRNPA2B1	ENSG00000122566.22	chr7:26196628	-	-	PYCR1	ENSG00000183010.17	chr17:81933327	-	-	inf	2	a15365de-988a-4490-8350-d5a3fd55d6ce	Consistent	JAFFAL
HNRNPA2B1:PRDX1	HNRNPA2B1	ENSG00000122566.22	chr7:26197668	-	-	PRDX1	ENSG00000117450.15	chr1:45515736	-	-	inf	2	f64530ac-1451-455f-8c41-0ff6849b3fac	Consistent	JAFFAL
CBX3:RP11-111A22.1	CBX3	ENSG00000122565.19	chr7:26212212	+	+	RP11-111A22.1		chr15:40553928	+		inf	2	1efcdc05-3d76-4f70-bb87-b517680c0676	Inconsistent	JAFFAL
RP4-777O23.3:TKT	RP4-777O23.3		chr7:30498872	-		TKT	ENSG00000163931.17	chr3:53226822	-	-	inf	2	4e8fde7a-5c2c-4756-aaf6-7ba1f59b7ac0	Inconsistent	JAFFAL
PSMA2:HBG2	PSMA2	ENSG00000106588.12	chr7:42923323	-	-	HBG2	ENSG00000196565.15	chr11:5254493	-	-	inf	2	2b229610-3539-420d-9e31-def85d8a114f	Consistent	JAFFAL
PPIA:GNB2L1	PPIA	ENSG00000196262.15	chr7:44799414	+	+	GNB2L1		chr5:181239160	-		inf	2	876a2be2-98cd-46d5-997e-41efb32358d1	Inconsistent	JAFFAL
PPIA:APRT	PPIA	ENSG00000196262.15	chr7:44799469	+	+	APRT	ENSG00000198931.11	chr16:88811843	-	-	inf	2	b023bafc-3c05-4bc5-b07f-efdfc548baef	Consistent	JAFFAL
PPIA:RPL35A	PPIA	ENSG00000196262.15	chr7:44799747	+	+	RPL35A	ENSG00000182899.17	chr3:197954055	+	+	inf	2	9057def1-153e-4994-a109-35e1ca8182d2	Consistent	JAFFAL
PPIA:CEP95	PPIA	ENSG00000196262.15	chr7:44799772	+	+	CEP95	ENSG00000258890.8	chr17:64537069	+	+	inf	2	d70466a6-7881-4621-b15d-65392d73d7a7	Consistent	JAFFAL
PPIA:BECN1	PPIA	ENSG00000196262.15	chr7:44801392	+	+	BECN1	ENSG00000126581.13	chr17:42820831	-	-	inf	2	723f1c7a-4a57-4d85-9e2f-90f2d826d465	Consistent	JAFFAL
ACTB:RP11-321N4.5	ACTB	ENSG00000075624.17	chr7:5527305	-	-	RP11-321N4.5		chr6:85611538	-		inf	2	a2f6ea8d-9bda-4a94-b698-42730cb3e865	Inconsistent	JAFFAL
ACTB:NME1	ACTB	ENSG00000075624.17	chr7:5528410	-	-	NME1	ENSG00000239672.8	chr17:51161738	+	+	inf	2	d0ab07a7-5c1c-42ba-bd36-77700652eed0	Consistent	JAFFAL
ACTB:FBL	ACTB	ENSG00000075624.17	chr7:5529325	-	-	FBL	ENSG00000105202.9	chr19:39834728	-	-	inf	2	2d2ca3fb-4c68-47dc-8cf2-3365a2478138	Consistent	JAFFAL
TYW1:RP11-872D17.8	TYW1	ENSG00000198874.14	chr7:67067311	+	+	RP11-872D17.8		chr11:57407673	-		inf	2	dd63de37-c101-43c0-a760-9bd3a06ac675	Inconsistent	JAFFAL
MDH2:PKP3	MDH2	ENSG00000146701.12	chr7:76058037	+	+	PKP3	ENSG00000184363.10	chr11:404766	+	+	inf	2	5628a379-f527-40e1-89bc-55fe1cc1a885	Consistent	JAFFAL
HSPB1:ABHD14A-ACY1	HSPB1	ENSG00000106211.10	chr7:76303802	+	+	ABHD14A-ACY1	ENSG00000114786.16	chr3:51989044	+	+	inf	2	6e53fc9e-222a-4a25-a5a5-c287191ed428	Consistent	JAFFAL
CYP51A1:TRIM65	CYP51A1	ENSG00000001630.18	chr7:92123183	-	-	TRIM65	ENSG00000141569.12	chr17:75889072	-	-	inf	2	479df40f-21d0-42c3-885d-11b9535f1980	Consistent	JAFFAL
PDAP1:ENY2	PDAP1	ENSG00000106244.13	chr7:99397970	-	-	ENY2	ENSG00000120533.13	chr8:109336127	+	+	inf	2	c90236b2-01f7-4f39-96eb-831d118efbf6	Consistent	JAFFAL
ZNF394:RAB33B	ZNF394	ENSG00000160908.15	chr7:99498047	-	-	RAB33B	ENSG00000172007.7	chr4:139474271	+	+	inf	2	df164fb7-8463-40f1-9084-ede1e336f2ca	Consistent	JAFFAL
OXR1:SAFB	OXR1	ENSG00000164830.19	chr8:106697092	+	+	SAFB	ENSG00000160633.13	chr19:5653174	+	+	inf	2	a868b957-918f-4a34-bd8e-ad5448df8b23	Consistent	JAFFAL
NDUFB9:NFE2	NDUFB9	ENSG00000147684.10	chr8:124543197	+	+	NFE2	ENSG00000123405.14	chr12:54292660	-	-	inf	2	371dbb5e-9997-400a-b24c-a672f90750d0	Consistent	JAFFAL
CCDC26:RABEPK	CCDC26	ENSG00000229140.12	chr8:129351795	-	-	RABEPK	ENSG00000136933.17	chr9:125222100	+	+	inf	2	f1fcd392-08dd-4241-90fd-87ab5da00390	Consistent	JAFFAL
CHRAC1:ESYT2	CHRAC1	ENSG00000104472.10	chr8:140516168	+	+	ESYT2	ENSG00000117868.18	chr7:158731411	-	-	inf	2	606776d3-9fb3-473f-a2b8-f4c45e5b1d4d	Consistent	JAFFAL
CPSF1:RPS6	CPSF1	ENSG00000071894.17	chr8:144401058	-	-	RPS6	ENSG00000137154.13	chr9:19378395	-	-	inf	2	4ee37541-7e62-4004-9939-c258be318eb3	Consistent	JAFFAL
RPL8:RBM26	RPL8	ENSG00000161016.18	chr8:144789831	-	-	RBM26	ENSG00000139746.16	chr13:79312176	-	-	inf	2	2a2b650a-82b4-4bb0-87d3-4b0901b53e09	Consistent	JAFFAL
RPL8:IDH3B	RPL8	ENSG00000161016.18	chr8:144791857	-	-	IDH3B	ENSG00000101365.21	chr20:2658812	-	-	inf	2	7c64df8b-240c-4ba2-b0d8-2fa31cc4fcd7	Consistent	JAFFAL
PRKDC:PANK2	PRKDC	ENSG00000253729.9	chr8:47933963	-	-	PANK2	ENSG00000125779.24	chr20:3918672	+	+	inf	2	cd4f1b54-615d-4547-8306-dc6939732398	Consistent	JAFFAL
ATP6V1H:NUTF2	ATP6V1H	ENSG00000047249.18	chr8:53814729	-	-	NUTF2	ENSG00000102898.13	chr16:67868523	+	+	inf	2	2477c200-10dd-49c3-b203-57b530b026c9	Consistent	JAFFAL
ATP6V1H:KIAA1715	ATP6V1H	ENSG00000047249.18	chr8:53843065	-	-	KIAA1715		chr2:175928285	-		inf	2	98ca6838-de08-4de5-a3d3-c3e0d04bffba	Inconsistent	JAFFAL
CA8:BCL2L2	CA8	ENSG00000178538.10	chr8:60189564	-	-	BCL2L2	ENSG00000129473.11	chr14:23309110	+	+	inf	2	d4ec9ef7-5bac-47d6-9096-fcfba107f86e	Consistent	JAFFAL
AC022182.1:CCT7	AC022182.1		chr8:60937745	+		CCT7	ENSG00000135624.17	chr2:73249157	+	+	inf	2	fe91c9fc-5731-42fa-858f-74b3d9405f17	Inconsistent	JAFFAL
COPS5:UBL5	COPS5	ENSG00000121022.14	chr8:67059249	-	-	UBL5	ENSG00000198258.11	chr19:9829988	+	+	inf	2	926c6d5a-5dbc-4d6f-89ad-863e44415012	Consistent	JAFFAL
PPP1R3B:SFXN2	PPP1R3B	ENSG00000173281.5	chr8:9140183	-	-	SFXN2	ENSG00000156398.13	chr10:102738417	+	+	inf	2	aa67e3c6-628a-44a2-b143-60b3c49e6fb5	Consistent	JAFFAL
INTS8:IRAK1	INTS8	ENSG00000164941.14	chr8:94823509	+	+	IRAK1	ENSG00000184216.15	chrX:154010607	-	-	inf	2	97b88ac8-dc32-4fa6-bcec-dfb2f2396a8e	Consistent	JAFFAL
MTERF3:FAM102B	MTERF3	ENSG00000156469.9	chr8:96239532	-	-	FAM102B		chr1:108637221	+		inf	2	8bda8caa-3636-4d13-bf4c-92efae8a1401	Inconsistent	JAFFAL
RPL30:RSU1	RPL30	ENSG00000156482.11	chr8:98042670	-	-	RSU1	ENSG00000148484.18	chr10:16593430	-	-	inf	2	049b9079-ba79-455a-997d-2b086a139e13	Consistent	JAFFAL
RAD23B:HBG2	RAD23B	ENSG00000119318.13	chr9:107330044	+	+	HBG2	ENSG00000196565.15	chr11:5253387	-	-	inf	2	90663137-9b13-4427-a622-477f1f6a9a69	Consistent	JAFFAL
INIP:FTO	INIP	ENSG00000148153.14	chr9:112687145	-	-	FTO	ENSG00000140718.22	chr16:54114380	+	+	inf	2	7623bb2e-0269-4761-8c9b-72a179a4fcf7	Consistent	JAFFAL
SLC31A1:NAPG	SLC31A1	ENSG00000136868.11	chr9:113260659	+	+	NAPG	ENSG00000134265.13	chr18:10551196	+	+	inf	2	4dc9a3bf-a061-4b56-a508-4523c36bb609	Consistent	JAFFAL
PSMD5-AS1:NCKAP1L	PSMD5-AS1		chr9:120845156	+		NCKAP1L	ENSG00000123338.13	chr12:54542748	+	+	inf	2	a4d52389-520d-48c9-b65e-7d3483549de8	Inconsistent	JAFFAL
RPL35:KIAA1715	RPL35	ENSG00000136942.15	chr9:124857883	-	-	KIAA1715		chr2:175928661	-		inf	2	dccec628-d6a6-427d-885e-da44306cf287	Inconsistent	JAFFAL
RPL35:ADIPOR1	RPL35	ENSG00000136942.15	chr9:124857982	-	-	ADIPOR1	ENSG00000159346.13	chr1:202941310	-	-	inf	2	50eb1328-2e8c-46e1-81ab-d6ea49487980	Consistent	JAFFAL
CCBL1:DR1	CCBL1		chr9:128837714	-		DR1	ENSG00000117505.13	chr1:93360738	+	+	inf	2	c6a36f4c-261c-4dcf-ba6f-cfe322ca3e5d	Inconsistent	JAFFAL
C9orf78:TMEM248	C9orf78	ENSG00000136819.15	chr9:129827976	-	-	TMEM248	ENSG00000106609.16	chr7:66956836	+	+	inf	2	ac11d2ed-a604-4c83-91c0-f813ce38ab16	Consistent	JAFFAL
C9orf78:SLC27A1	C9orf78	ENSG00000136819.15	chr9:129828111	-	-	SLC27A1	ENSG00000130304.17	chr19:17505164	+	+	inf	2	b598e9d7-0b53-4bcc-aff6-f3c9cd44ef13	Consistent	JAFFAL
C9orf78:SLC48A1	C9orf78	ENSG00000136819.15	chr9:129833472	-	-	SLC48A1	ENSG00000211584.14	chr12:47781419	+	+	inf	2	b421ff2e-eefe-44aa-8087-b8108558c4e8	Consistent	JAFFAL
C9orf78:PPP2R5C	C9orf78	ENSG00000136819.15	chr9:129833501	-	-	PPP2R5C	ENSG00000078304.20	chr14:101765867	+	+	inf	2	431914f8-d51a-4032-b26d-12e8052ce8b3	Consistent	JAFFAL
NUP214:COTL1	NUP214	ENSG00000126883.19	chr9:131129444	+	+	COTL1	ENSG00000103187.8	chr16:84565696	-	-	inf	2	0804b5cd-ba15-4c24-b652-0277553009c6	Consistent	JAFFAL
SURF2:USP9X	SURF2	ENSG00000148291.10	chr9:133361121	+	+	USP9X	ENSG00000124486.15	chrX:41232508	+	+	inf	2	db18b503-41a4-45ab-99bb-c8079021a964	Consistent	JAFFAL
RPS6:ARHGAP11A	RPS6	ENSG00000137154.13	chr9:19378764	-	-	ARHGAP11A	ENSG00000198826.11	chr15:32638949	+	+	inf	2	3eff7c13-0461-4a0f-909c-c5d1433abc1d	Consistent	JAFFAL
RPS6:HBG2	RPS6	ENSG00000137154.13	chr9:19378789	-	-	HBG2	ENSG00000196565.15	chr11:5253381	-	-	inf	2	f694adfc-0389-429d-8850-dd9e4615abd9	Consistent	JAFFAL
RPS6:HSPD1	RPS6	ENSG00000137154.13	chr9:19379547	-	-	HSPD1	ENSG00000144381.18	chr2:197494221	-	-	inf	2	ade2eb17-b5c5-4a37-87c2-f8917d98511d	Consistent	JAFFAL
NDUFB6:PCGF5	NDUFB6	ENSG00000165264.11	chr9:32553905	-	-	PCGF5	ENSG00000180628.15	chr10:91283953	+	+	inf	2	5235d4b1-883f-4497-918a-133029028801	Consistent	JAFFAL
RMRP:RPS23	RMRP	ENSG00000277027.1	chr9:35657751	-	-	RPS23	ENSG00000186468.13	chr5:82277821	-	-	inf	2	ff9d0b6b-ed03-4d0d-b1c4-a04e7b8e910a	Consistent	JAFFAL
RNase_MRP:WIBG	RNase_MRP		chr9:35657863	-		WIBG		chr12:55927812	-		inf	2	15123af0-4d2f-4f4c-b069-2d9993877ec1	Consistent	JAFFAL
HNRNPK:C14orf2	HNRNPK	ENSG00000165119.22	chr9:83971903	-	-	C14orf2		chr14:103912635	-		inf	2	22ce931a-dd58-4098-83ae-5b47155ec4bf	Inconsistent	JAFFAL
SPTLC1:CYP51A1	SPTLC1	ENSG00000090054.16	chr9:92079379	-	-	CYP51A1	ENSG00000001630.18	chr7:92112571	-	-	inf	2	c315be1d-725d-41f6-ada4-09e7a7761e91	Consistent	JAFFAL
BEX4:SRRM2	BEX4	ENSG00000102409.10	chrX:103215731	+	+	SRRM2	ENSG00000167978.19	chr16:2768158	+	+	inf	2	5e5144d5-b468-4d87-8702-38fa5c76008e	Consistent	JAFFAL
DOCK11:EEF2	DOCK11	ENSG00000147251.16	chrX:118592018	+	+	EEF2	ENSG00000167658.16	chr19:3976243	-	-	inf	2	7a3b1fce-d750-47a1-99b0-e25e595ed744	Consistent	JAFFAL
RHOXF2B:RPLP2	RHOXF2B	ENSG00000203989.5	chrX:120077164	-	-	RPLP2	ENSG00000177600.9	chr11:810282	+	+	inf	2	82f986d1-6f9a-404b-8bea-50f139c17bdc	Consistent	JAFFAL
ZBTB33:METTL16	ZBTB33	ENSG00000177485.7	chrX:120253552	+	+	METTL16	ENSG00000127804.13	chr17:2419769	-	-	inf	2	9d7f8d20-0748-48d6-b0a3-9270036944b8	Consistent	JAFFAL
TRAPPC2:RAD1	TRAPPC2	ENSG00000196459.15	chrX:13712246	-	-	RAD1	ENSG00000113456.20	chr5:34908188	-	-	inf	2	5d112dc7-be78-44ba-b667-36a6c5c3d70c	Consistent	JAFFAL
MAGEC2:ETFA	MAGEC2	ENSG00000046774.10	chrX:142202943	-	-	ETFA	ENSG00000140374.17	chr15:76216468	-	-	inf	2	dda2d9ed-51ff-4c0c-93da-65b5fd40ff7c	Consistent	JAFFAL
NSDHL:UQCRB	NSDHL	ENSG00000147383.11	chrX:152865841	+	+	UQCRB	ENSG00000156467.10	chr8:96231885	-	-	inf	2	f932db48-36c5-4a5e-9c99-36980ff4d9dd	Consistent	JAFFAL
PNCK:MCM8	PNCK	ENSG00000130822.16	chrX:153673060	-	-	MCM8	ENSG00000125885.13	chr20:5994512	+	+	inf	2	06b6d640-149c-4c65-8c9a-37bb05478887	Consistent	JAFFAL
RPL10:RRM2	RPL10	ENSG00000147403.18	chrX:154400884	+	+	RRM2	ENSG00000171848.16	chr2:10131315	+	+	inf	2	cda624f1-d628-4d13-a9e8-b2707a99b73e	Consistent	JAFFAL
MPP1:RPL30	MPP1	ENSG00000130830.15	chrX:154805274	-	-	RPL30	ENSG00000156482.11	chr8:98045366	-	-	inf	2	0f0ac159-2a1d-45c3-84ce-a0b8da2dc7ce	Consistent	JAFFAL
EIF1AX:C2orf88	EIF1AX	ENSG00000173674.11	chrX:20130536	-	-	C2orf88	ENSG00000187699.10	chr2:189924458	+	+	inf	2	755bd19a-6ed3-439d-909b-134da9f01b44	Consistent	JAFFAL
EIF2S3:LRRC58	EIF2S3	ENSG00000130741.11	chrX:24076870	+	+	LRRC58	ENSG00000163428.4	chr3:120326208	-	-	inf	2	7f00202b-1e69-4ac0-a1b1-083b8ed086a9	Consistent	JAFFAL
